filename,flair_dice,flair_sens,flair_prec,t1c_dice,t1c_sens,t1c_prec,t2_dice,t2_sens,t2_prec,fus2_dice,fus2_sens,fus2_prec,fus3_dice,fus3_sens,fus3_prec
BRATS_001.nii.gz,0.672,0.754,0.606,0.802,0.723,0.900,0.658,0.526,0.881,0.665,0.941,0.514,0.614,0.448,0.978
BRATS_002.nii.gz,0.755,0.666,0.872,0.001,0.001,1.000,0.794,0.662,0.991,0.369,0.672,0.254,0.815,0.723,0.935
BRATS_003.nii.gz,0.745,0.595,0.998,0.000,0.000,1.000,0.542,0.475,0.631,0.354,0.831,0.225,0.766,0.622,0.996
BRATS_004.nii.gz,0.935,0.888,0.988,0.001,0.000,1.000,0.928,0.866,1.000,0.878,0.903,0.854,0.828,0.707,1.000
BRATS_005.nii.gz,0.221,0.552,0.138,0.001,0.001,1.000,0.744,0.592,1.000,0.154,0.563,0.089,0.358,0.559,0.263
BRATS_006.nii.gz,0.359,0.219,0.999,0.000,0.000,1.000,0.595,0.423,1.000,0.348,0.212,0.969,0.462,0.301,0.990
BRATS_007.nii.gz,0.837,0.826,0.848,0.326,0.955,0.197,0.370,0.262,0.634,0.742,0.880,0.642,0.862,0.854,0.870
BRATS_008.nii.gz,0.797,0.671,0.980,0.000,0.000,1.000,0.602,0.437,0.966,0.883,0.820,0.957,0.832,0.726,0.975
BRATS_009.nii.gz,0.685,0.527,0.979,0.000,0.000,1.000,0.499,0.408,0.641,0.803,0.704,0.933,0.784,0.651,0.985
BRATS_010.nii.gz,0.643,0.928,0.491,0.002,0.001,1.000,0.145,0.078,1.000,0.382,0.907,0.242,0.767,0.958,0.639
BRATS_011.nii.gz,0.112,0.059,1.000,0.001,0.000,1.000,0.100,0.052,1.000,0.113,0.060,0.990,0.113,0.060,1.000
BRATS_012.nii.gz,0.900,0.911,0.890,0.002,0.001,1.000,0.846,0.806,0.890,0.150,0.900,0.082,0.919,0.916,0.922
BRATS_013.nii.gz,0.894,0.991,0.814,0.316,0.812,0.196,0.672,0.833,0.563,0.148,1.000,0.080,0.896,0.991,0.817
BRATS_014.nii.gz,0.484,0.341,0.836,0.001,0.000,1.000,0.660,0.649,0.671,0.573,0.496,0.678,0.829,0.799,0.862
BRATS_015.nii.gz,0.707,0.558,0.965,0.000,0.000,1.000,0.829,0.748,0.928,0.846,0.807,0.888,0.871,0.787,0.973
BRATS_016.nii.gz,0.768,0.943,0.648,0.001,0.000,1.000,0.143,0.077,1.000,0.634,0.919,0.484,0.875,0.945,0.814
BRATS_017.nii.gz,0.690,0.563,0.890,0.001,0.000,1.000,0.685,0.687,0.683,0.839,0.886,0.797,0.900,0.862,0.942
BRATS_018.nii.gz,0.246,0.140,0.978,0.001,0.000,1.000,0.922,0.856,1.000,0.168,0.092,0.947,0.671,0.509,0.986
BRATS_019.nii.gz,0.069,0.040,0.272,0.042,0.045,0.039,0.070,0.038,0.468,0.407,0.301,0.628,0.874,0.893,0.855
BRATS_020.nii.gz,0.176,0.098,0.840,0.001,0.001,1.000,0.171,0.094,0.945,0.099,0.097,0.101,0.178,0.100,0.837
BRATS_021.nii.gz,0.655,0.506,0.929,0.523,0.359,0.964,0.711,0.718,0.704,0.690,0.544,0.942,0.699,0.565,0.917
BRATS_022.nii.gz,0.810,0.703,0.956,0.000,0.000,1.000,0.614,0.443,1.000,0.773,0.667,0.919,0.787,0.666,0.961
BRATS_023.nii.gz,0.570,0.615,0.532,0.001,0.001,1.000,0.479,0.559,0.419,0.390,0.632,0.282,0.678,0.631,0.732
BRATS_024.nii.gz,0.844,0.793,0.903,0.002,0.001,1.000,0.773,0.630,1.000,0.351,0.441,0.291,0.835,0.835,0.834
BRATS_025.nii.gz,0.687,0.809,0.597,0.002,0.001,1.000,0.911,0.836,1.000,0.485,0.750,0.358,0.932,0.917,0.948
BRATS_026.nii.gz,0.941,0.924,0.960,0.001,0.001,1.000,0.921,0.859,0.993,0.627,0.995,0.458,0.956,0.946,0.967
BRATS_027.nii.gz,0.888,0.801,0.997,0.243,0.420,0.171,0.853,0.744,1.000,0.818,0.774,0.866,0.907,0.831,0.997
BRATS_028.nii.gz,0.000,0.000,0.000,0.160,0.263,0.115,0.000,0.000,0.000,0.615,0.720,0.538,0.736,0.751,0.722
BRATS_029.nii.gz,0.420,0.896,0.274,0.002,0.001,1.000,0.898,0.815,1.000,0.141,0.841,0.077,0.585,0.887,0.437
BRATS_030.nii.gz,0.721,0.599,0.906,0.002,0.001,1.000,0.846,0.737,0.992,0.274,0.532,0.184,0.943,0.937,0.949
BRATS_031.nii.gz,0.646,0.838,0.526,0.144,0.511,0.084,0.710,0.621,0.828,0.505,0.730,0.387,0.698,0.833,0.601
BRATS_032.nii.gz,0.798,0.714,0.906,0.000,0.000,1.000,0.598,0.456,0.872,0.734,0.646,0.849,0.793,0.699,0.915
BRATS_033.nii.gz,0.781,0.704,0.875,0.893,0.860,0.928,0.632,0.547,0.748,0.858,0.851,0.864,0.864,0.837,0.892
BRATS_034.nii.gz,0.735,0.700,0.773,0.000,0.000,1.000,0.718,0.560,1.000,0.501,0.588,0.437,0.774,0.890,0.684
BRATS_035.nii.gz,0.464,0.302,0.994,0.240,0.580,0.152,0.437,0.283,0.962,0.780,0.668,0.937,0.719,0.573,0.965
BRATS_036.nii.gz,0.531,0.361,0.998,0.001,0.000,1.000,0.777,0.635,0.999,0.382,0.253,0.782,0.600,0.429,0.997
BRATS_037.nii.gz,0.671,0.511,0.976,0.467,0.447,0.490,0.504,0.612,0.428,0.558,0.587,0.531,0.748,0.654,0.873
BRATS_038.nii.gz,0.608,0.440,0.984,0.307,0.182,1.000,0.558,0.387,0.999,0.597,0.427,0.990,0.473,0.310,1.000
BRATS_039.nii.gz,0.732,0.592,0.960,0.545,0.638,0.476,0.376,0.496,0.303,0.771,0.633,0.986,0.715,0.568,0.963
BRATS_040.nii.gz,0.873,0.793,0.971,0.126,0.067,1.000,0.890,0.838,0.949,0.919,0.912,0.927,0.917,0.876,0.962
BRATS_041.nii.gz,0.344,0.208,1.000,0.001,0.000,1.000,0.617,0.506,0.791,0.527,0.796,0.394,0.358,0.218,1.000
BRATS_042.nii.gz,0.829,0.754,0.922,0.002,0.001,1.000,0.785,0.685,0.920,0.433,0.452,0.416,0.673,0.833,0.565
BRATS_043.nii.gz,0.734,0.680,0.796,0.558,0.619,0.507,0.673,0.507,1.000,0.504,0.861,0.356,0.904,0.873,0.938
BRATS_044.nii.gz,0.810,0.980,0.690,0.002,0.001,1.000,0.819,0.694,1.000,0.567,0.998,0.396,0.834,0.716,1.000
BRATS_045.nii.gz,0.959,0.968,0.950,0.001,0.000,1.000,0.386,0.239,1.000,0.596,0.967,0.430,0.809,0.680,0.999
BRATS_046.nii.gz,0.822,0.785,0.862,0.801,0.687,0.960,0.693,0.659,0.731,0.822,0.749,0.910,0.797,0.686,0.950
BRATS_047.nii.gz,0.451,0.294,0.962,0.467,0.308,0.968,0.782,0.803,0.762,0.793,0.671,0.969,0.897,0.855,0.944
BRATS_048.nii.gz,0.927,0.910,0.943,0.545,0.375,0.998,0.605,0.580,0.631,0.914,0.902,0.926,0.922,0.902,0.943
BRATS_049.nii.gz,0.879,0.941,0.825,0.783,0.644,0.998,0.694,0.585,0.854,0.855,0.899,0.816,0.944,0.917,0.973
BRATS_050.nii.gz,0.731,0.576,1.000,0.688,0.526,0.993,0.608,0.437,1.000,0.723,0.566,1.000,0.722,0.565,1.000
BRATS_051.nii.gz,0.828,0.706,1.000,0.001,0.000,1.000,0.733,0.806,0.673,0.907,0.859,0.962,0.853,0.744,1.000
BRATS_052.nii.gz,0.713,0.901,0.590,0.001,0.000,1.000,0.768,0.756,0.780,0.451,0.931,0.297,0.694,0.879,0.573
BRATS_053.nii.gz,0.559,0.403,0.911,0.405,0.481,0.349,0.403,0.254,0.980,0.528,0.370,0.924,0.544,0.385,0.929
BRATS_054.nii.gz,0.677,0.512,1.000,0.132,0.070,1.000,0.567,0.532,0.606,0.758,0.638,0.935,0.748,0.603,0.986
BRATS_055.nii.gz,0.727,0.577,0.981,0.269,0.156,0.991,0.395,0.325,0.503,0.783,0.734,0.838,0.761,0.621,0.983
BRATS_056.nii.gz,0.696,0.537,0.986,0.253,0.145,0.998,0.478,0.438,0.527,0.728,0.672,0.795,0.763,0.619,0.992
BRATS_057.nii.gz,0.806,0.691,0.966,0.290,0.169,0.995,0.431,0.381,0.498,0.567,0.812,0.436,0.813,0.697,0.974
BRATS_058.nii.gz,0.702,0.638,0.780,0.001,0.000,1.000,0.442,0.284,1.000,0.479,0.692,0.366,0.691,0.530,0.994
BRATS_059.nii.gz,0.713,0.559,0.985,0.001,0.000,1.000,0.702,0.638,0.779,0.808,0.776,0.843,0.771,0.645,0.957
BRATS_060.nii.gz,0.748,0.638,0.904,0.001,0.000,1.000,0.557,0.617,0.507,0.797,0.787,0.806,0.710,0.656,0.773
BRATS_061.nii.gz,0.852,0.846,0.859,0.001,0.000,1.000,0.693,0.530,1.000,0.747,0.944,0.618,0.897,0.902,0.892
BRATS_062.nii.gz,0.599,0.706,0.520,0.273,0.756,0.166,0.467,0.317,0.887,0.374,0.984,0.231,0.629,0.780,0.527
BRATS_063.nii.gz,0.841,0.728,0.997,0.001,0.000,1.000,0.765,0.652,0.924,0.813,0.695,0.979,0.859,0.765,0.979
BRATS_064.nii.gz,0.853,0.765,0.965,0.842,0.728,0.997,0.535,0.365,1.000,0.914,0.853,0.985,0.907,0.850,0.972
BRATS_065.nii.gz,0.848,0.927,0.782,0.687,0.528,0.982,0.388,0.241,1.000,0.491,0.974,0.328,0.863,0.964,0.781
BRATS_066.nii.gz,0.598,0.452,0.883,0.000,0.000,1.000,0.745,0.765,0.726,0.632,0.944,0.476,0.610,0.465,0.886
BRATS_067.nii.gz,0.731,0.870,0.630,0.141,0.421,0.085,0.676,0.542,0.898,0.538,0.788,0.408,0.812,0.877,0.756
BRATS_068.nii.gz,0.293,0.743,0.183,0.143,0.616,0.081,0.476,0.410,0.567,0.165,0.732,0.093,0.607,0.628,0.588
BRATS_069.nii.gz,0.761,0.995,0.615,0.295,0.965,0.174,0.095,0.050,1.000,0.414,0.998,0.261,0.870,0.890,0.852
BRATS_070.nii.gz,0.697,0.994,0.536,0.290,0.862,0.174,0.129,0.069,1.000,0.333,0.994,0.200,0.917,0.894,0.941
BRATS_071.nii.gz,0.816,0.943,0.719,0.276,1.000,0.160,0.108,0.126,0.095,0.681,0.980,0.522,0.915,0.942,0.889
BRATS_072.nii.gz,0.702,0.673,0.734,0.409,0.518,0.338,0.271,0.157,1.000,0.614,0.724,0.533,0.630,0.480,0.914
BRATS_073.nii.gz,0.471,0.312,0.955,0.001,0.000,1.000,0.109,0.058,1.000,0.608,0.771,0.502,0.660,0.564,0.795
BRATS_074.nii.gz,0.778,0.714,0.853,0.000,0.000,1.000,0.245,0.140,0.963,0.776,0.775,0.777,0.725,0.612,0.889
BRATS_075.nii.gz,0.433,0.291,0.840,0.308,0.429,0.240,0.337,0.296,0.393,0.631,0.534,0.769,0.633,0.479,0.933
BRATS_076.nii.gz,0.864,0.833,0.897,0.001,0.000,1.000,0.697,0.542,0.976,0.684,0.914,0.547,0.847,0.855,0.839
BRATS_077.nii.gz,0.846,0.990,0.739,0.002,0.001,1.000,0.568,0.571,0.564,0.669,0.999,0.503,0.846,0.993,0.736
BRATS_078.nii.gz,0.736,0.593,0.970,0.574,0.704,0.484,0.334,0.466,0.260,0.816,0.698,0.983,0.498,0.839,0.354
BRATS_079.nii.gz,0.205,0.114,0.996,0.328,0.197,0.977,0.775,0.738,0.815,0.381,0.573,0.286,0.764,0.664,0.899
BRATS_080.nii.gz,0.542,0.403,0.828,0.001,0.000,1.000,0.597,0.425,1.000,0.323,0.337,0.310,0.586,0.415,0.999
BRATS_081.nii.gz,0.849,0.849,0.849,0.322,0.400,0.270,0.237,0.135,1.000,0.656,0.619,0.698,0.661,0.496,0.989
BRATS_082.nii.gz,0.826,0.704,1.000,0.950,0.906,0.999,0.901,0.820,1.000,0.927,0.864,1.000,0.844,0.730,1.000
BRATS_083.nii.gz,0.711,0.936,0.573,0.242,0.663,0.148,0.275,0.159,1.000,0.338,0.959,0.205,0.327,0.196,0.987
BRATS_084.nii.gz,0.596,0.996,0.425,0.220,0.602,0.134,0.251,0.144,1.000,0.588,0.924,0.431,0.708,0.974,0.556
BRATS_085.nii.gz,0.368,0.226,0.991,0.349,0.225,0.771,0.595,0.423,1.000,0.710,0.586,0.899,0.704,0.545,0.997
BRATS_086.nii.gz,0.729,0.617,0.891,0.001,0.000,1.000,0.735,0.583,0.991,0.883,0.897,0.870,0.846,0.792,0.908
BRATS_087.nii.gz,0.682,0.786,0.602,0.404,0.259,0.913,0.838,0.739,0.966,0.347,0.996,0.210,0.777,0.739,0.819
BRATS_088.nii.gz,0.793,0.660,0.992,0.000,0.000,1.000,0.617,0.528,0.741,0.782,0.684,0.911,0.835,0.722,0.988
BRATS_089.nii.gz,0.921,0.899,0.944,0.001,0.000,1.000,0.645,0.617,0.676,0.857,0.909,0.810,0.828,0.707,1.000
BRATS_090.nii.gz,0.811,0.876,0.755,0.396,0.325,0.506,0.413,0.267,0.906,0.375,0.889,0.238,0.806,0.844,0.772
BRATS_091.nii.gz,0.855,0.851,0.859,0.001,0.000,1.000,0.714,0.555,1.000,0.877,0.927,0.832,0.762,0.615,1.000
BRATS_092.nii.gz,0.906,0.976,0.846,0.001,0.000,1.000,0.759,0.744,0.776,0.159,0.253,0.116,0.910,0.983,0.847
BRATS_093.nii.gz,0.741,0.755,0.726,0.681,0.518,0.994,0.465,0.307,0.964,0.703,0.546,0.986,0.871,0.791,0.970
BRATS_094.nii.gz,0.639,0.485,0.937,0.000,0.000,1.000,0.737,0.591,0.978,0.856,0.797,0.926,0.578,0.407,0.995
BRATS_095.nii.gz,0.305,0.898,0.184,0.000,0.000,0.000,0.000,0.000,0.000,0.201,0.773,0.116,0.370,0.893,0.233
BRATS_096.nii.gz,0.888,0.825,0.960,0.947,0.903,0.996,0.838,0.827,0.849,0.879,0.784,1.000,0.881,0.787,1.000
BRATS_097.nii.gz,0.663,0.595,0.749,0.516,0.598,0.453,0.803,0.675,0.989,0.645,0.818,0.532,0.874,0.801,0.961
BRATS_098.nii.gz,0.817,0.692,0.998,0.394,0.245,1.000,0.804,0.672,1.000,0.694,0.726,0.664,0.859,0.753,1.000
BRATS_099.nii.gz,0.595,0.424,0.995,0.001,0.000,1.000,0.892,0.806,1.000,0.695,0.540,0.973,0.708,0.548,0.999
BRATS_100.nii.gz,0.553,0.410,0.845,0.436,0.280,0.985,0.612,0.441,0.999,0.457,0.961,0.300,0.908,0.908,0.909
BRATS_101.nii.gz,0.546,0.437,0.728,0.160,0.104,0.355,0.499,0.376,0.745,0.350,0.639,0.241,0.533,0.372,0.940
BRATS_102.nii.gz,0.581,0.928,0.423,0.203,0.372,0.140,0.375,0.231,1.000,0.440,0.282,1.000,0.639,0.471,0.995
BRATS_103.nii.gz,0.610,0.469,0.874,0.001,0.000,1.000,0.668,0.527,0.909,0.615,0.536,0.720,0.662,0.496,0.993
BRATS_104.nii.gz,0.711,0.625,0.826,0.579,0.969,0.413,0.583,0.415,0.979,0.740,0.680,0.813,0.723,0.571,0.986
BRATS_105.nii.gz,0.655,0.597,0.726,0.601,0.855,0.463,0.149,0.082,0.803,0.598,0.611,0.585,0.691,0.608,0.799
BRATS_106.nii.gz,0.661,0.578,0.771,0.270,0.703,0.167,0.243,0.239,0.248,0.765,0.875,0.680,0.640,0.487,0.935
BRATS_107.nii.gz,0.691,0.944,0.545,0.001,0.001,1.000,0.286,0.342,0.245,0.315,0.969,0.188,0.867,0.937,0.807
BRATS_108.nii.gz,0.749,0.620,0.945,0.001,0.000,1.000,0.576,0.491,0.695,0.733,0.658,0.828,0.742,0.602,0.968
BRATS_109.nii.gz,0.878,0.893,0.863,0.549,0.423,0.782,0.858,0.751,0.999,0.859,0.937,0.792,0.825,0.702,1.000
BRATS_110.nii.gz,0.710,0.726,0.696,0.001,0.000,1.000,0.760,0.614,0.996,0.681,0.853,0.567,0.754,0.606,1.000
BRATS_111.nii.gz,0.895,0.846,0.950,0.496,0.448,0.555,0.583,0.421,0.946,0.780,0.844,0.725,0.875,0.806,0.957
BRATS_112.nii.gz,0.904,0.846,0.972,0.456,0.296,0.997,0.826,0.717,0.973,0.842,0.811,0.875,0.898,0.820,0.994
BRATS_113.nii.gz,0.588,0.417,0.998,0.001,0.000,1.000,0.851,0.753,0.977,0.716,0.557,1.000,0.919,0.851,1.000
BRATS_114.nii.gz,0.860,0.775,0.966,0.662,0.508,0.951,0.624,0.686,0.572,0.798,0.877,0.732,0.894,0.809,0.999
BRATS_115.nii.gz,0.840,0.725,1.000,0.001,0.000,1.000,0.744,0.592,1.000,0.791,0.836,0.750,0.849,0.738,1.000
BRATS_116.nii.gz,0.000,0.000,0.000,0.124,0.163,0.101,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
BRATS_117.nii.gz,0.055,0.030,0.388,0.000,0.000,1.000,0.051,0.028,0.340,0.042,0.025,0.125,0.054,0.030,0.315
BRATS_118.nii.gz,0.800,0.703,0.929,0.001,0.000,1.000,0.156,0.085,1.000,0.842,0.903,0.788,0.924,0.920,0.929
BRATS_119.nii.gz,0.665,0.498,1.000,0.835,0.747,0.946,0.420,0.266,1.000,0.803,0.673,0.995,0.632,0.462,0.999
BRATS_120.nii.gz,0.382,1.000,0.236,0.157,0.246,0.115,0.045,0.023,0.963,0.203,0.997,0.113,0.594,0.961,0.430
BRATS_121.nii.gz,0.596,0.687,0.527,0.344,0.617,0.239,0.597,0.549,0.654,0.171,0.696,0.098,0.765,0.638,0.955
BRATS_122.nii.gz,0.774,0.900,0.680,0.377,0.681,0.261,0.511,0.502,0.521,0.427,0.914,0.279,0.843,0.774,0.925
BRATS_123.nii.gz,0.809,0.685,0.989,0.001,0.000,1.000,0.665,0.504,0.978,0.782,0.657,0.965,0.814,0.694,0.984
BRATS_124.nii.gz,0.793,0.873,0.726,0.325,0.809,0.203,0.444,0.285,1.000,0.368,0.909,0.230,0.873,0.810,0.946
BRATS_125.nii.gz,0.900,0.863,0.940,0.001,0.001,1.000,0.472,0.309,1.000,0.781,0.872,0.707,0.902,0.839,0.976
BRATS_126.nii.gz,0.667,0.518,0.936,0.001,0.000,1.000,0.614,0.631,0.597,0.584,0.456,0.810,0.745,0.622,0.927
BRATS_127.nii.gz,0.805,0.673,1.000,0.091,0.159,0.064,0.766,0.620,1.000,0.541,0.965,0.376,0.846,0.733,1.000
BRATS_128.nii.gz,0.904,0.866,0.945,0.067,0.213,0.040,0.572,0.834,0.436,0.161,0.368,0.103,0.944,0.942,0.947
BRATS_129.nii.gz,0.761,0.733,0.792,0.000,0.000,1.000,0.711,0.658,0.773,0.780,0.810,0.753,0.844,0.790,0.905
BRATS_130.nii.gz,0.789,0.679,0.941,0.001,0.001,1.000,0.749,0.752,0.747,0.508,0.397,0.706,0.806,0.730,0.901
BRATS_131.nii.gz,0.722,0.647,0.817,0.001,0.000,1.000,0.041,0.021,1.000,0.786,0.773,0.801,0.760,0.736,0.786
BRATS_132.nii.gz,0.756,0.631,0.944,0.855,0.756,0.984,0.569,0.549,0.589,0.822,0.715,0.966,0.755,0.611,0.991
BRATS_133.nii.gz,0.797,0.807,0.787,0.471,0.308,1.000,0.738,0.587,0.994,0.289,0.738,0.179,0.647,0.480,0.993
BRATS_134.nii.gz,0.603,0.614,0.593,0.400,0.768,0.271,0.412,0.292,0.702,0.642,0.729,0.574,0.659,0.615,0.709
BRATS_135.nii.gz,0.697,0.547,0.961,0.001,0.000,1.000,0.661,0.610,0.721,0.581,0.481,0.733,0.778,0.712,0.858
BRATS_136.nii.gz,0.640,0.519,0.834,0.601,0.472,0.827,0.112,0.059,0.986,0.559,0.414,0.859,0.669,0.522,0.928
BRATS_137.nii.gz,0.665,0.940,0.514,0.447,0.288,0.999,0.492,0.338,0.900,0.298,0.565,0.202,0.922,0.950,0.896
BRATS_138.nii.gz,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
BRATS_139.nii.gz,0.818,0.795,0.843,0.579,0.517,0.657,0.430,0.279,0.943,0.736,0.786,0.693,0.898,0.947,0.854
BRATS_140.nii.gz,0.205,0.232,0.184,0.000,0.000,0.000,0.004,0.003,0.008,0.479,0.399,0.599,0.100,0.067,0.198
BRATS_141.nii.gz,0.441,0.360,0.569,0.000,0.000,1.000,0.039,0.025,0.090,0.360,0.337,0.386,0.878,0.837,0.922
BRATS_142.nii.gz,0.748,0.685,0.825,0.679,0.553,0.880,0.577,0.491,0.698,0.787,0.735,0.847,0.681,0.563,0.862
BRATS_143.nii.gz,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
BRATS_144.nii.gz,0.914,0.922,0.905,0.001,0.001,1.000,0.536,0.405,0.794,0.506,0.912,0.350,0.906,0.867,0.948
BRATS_145.nii.gz,0.881,0.835,0.932,0.791,0.956,0.675,0.794,0.658,1.000,0.928,0.935,0.921,0.891,0.804,1.000
BRATS_146.nii.gz,0.171,0.093,1.000,0.001,0.000,1.000,0.312,0.185,1.000,0.218,0.122,0.985,0.199,0.111,0.997
BRATS_147.nii.gz,0.371,0.228,1.000,0.414,0.698,0.295,0.823,0.706,0.985,0.370,0.227,1.000,0.369,0.227,1.000
BRATS_148.nii.gz,0.743,0.593,0.995,0.099,0.052,1.000,0.615,0.560,0.684,0.860,0.799,0.931,0.719,0.562,1.000
BRATS_149.nii.gz,0.782,0.764,0.802,0.001,0.000,1.000,0.404,0.276,0.750,0.784,0.700,0.890,0.760,0.617,0.990
BRATS_150.nii.gz,0.818,0.727,0.935,0.001,0.000,1.000,0.499,0.414,0.628,0.808,0.719,0.922,0.816,0.697,0.985
BRATS_151.nii.gz,0.693,0.565,0.893,0.001,0.000,1.000,0.454,0.329,0.731,0.738,0.660,0.837,0.699,0.544,0.974
BRATS_152.nii.gz,0.223,0.134,0.673,0.000,0.000,1.000,0.196,0.109,0.981,0.565,0.795,0.439,0.228,0.133,0.810
BRATS_153.nii.gz,0.738,0.588,0.992,0.296,0.174,1.000,0.765,0.656,0.917,0.608,0.698,0.538,0.712,0.556,0.989
BRATS_154.nii.gz,0.556,0.414,0.849,0.746,0.602,0.981,0.848,0.757,0.963,0.853,0.839,0.867,0.916,0.873,0.964
BRATS_155.nii.gz,0.841,0.726,0.999,0.874,0.797,0.968,0.829,0.786,0.877,0.872,0.776,0.995,0.777,0.639,0.993
BRATS_156.nii.gz,0.296,0.223,0.439,0.437,0.415,0.461,0.169,0.130,0.242,0.232,0.232,0.233,0.317,0.237,0.478
BRATS_157.nii.gz,0.825,0.730,0.947,0.338,0.203,0.995,0.373,0.231,0.976,0.863,0.847,0.880,0.898,0.840,0.964
BRATS_158.nii.gz,0.876,0.947,0.814,0.465,0.845,0.321,0.758,0.611,1.000,0.805,0.954,0.696,0.863,0.762,0.994
BRATS_159.nii.gz,0.798,0.716,0.902,0.001,0.000,1.000,0.573,0.402,0.999,0.817,0.813,0.821,0.846,0.764,0.946
BRATS_160.nii.gz,0.485,0.749,0.358,0.780,0.640,0.998,0.717,0.565,0.980,0.824,0.719,0.965,0.826,0.716,0.976
